onset	duration	nwb_table	trial_type
266.0976	20.000033333333363	trials	reward_stimulus_presentation
267.0975666666667	1.0	trials	reward_delivery
326.5076666666667	1.1399666666666803	trials	port_entry
356.09766666666667	20.000033333333363	trials	reward_stimulus_presentation
357.09770000000003	0.9999333333333311	trials	reward_delivery
392.9277333333334	4.96999999999997	trials	port_entry
434.7878	0.4300000000000068	trials	port_entry
446.0977666666667	2.65003333333334	trials	reward_stimulus_presentation
447.0978	1.0	trials	reward_delivery
448.3478	5.069933333333381	trials	port_entry
535.1178666666666	0.2400000000000091	trials	port_entry
535.4678666666666	7.039999999999964	trials	port_entry
536.0979	17.16999999999996	trials	reward_stimulus_presentation
537.0978666666666	1.0	trials	reward_delivery
552.8679	0.2999999999999545	trials	port_entry
554.0278333333333	1.9800666666666302	trials	port_entry
556.2479	3.6399666666666235	trials	port_entry
608.6979333333333	1.6400000000001	trials	port_entry
613.0579333333333	1.7599666666667417	trials	port_entry
615.0479333333333	0.029999999999972715	trials	port_entry
615.0979333333333	0.17999999999994998	trials	port_entry
617.4379333333333	0.08000000000004093	trials	port_entry
619.5679333333333	0.10000000000002274	trials	port_entry
620.0779333333332	0.06000000000005912	trials	port_entry
620.2479333333333	1.419999999999959	trials	port_entry
621.0979666666666	1.4999666666667508	trials	reward_stimulus_presentation
622.0979666666666	0.999933333333388	trials	reward_delivery
622.1979333333333	0.0900333333333947	trials	port_entry
622.3079333333333	0.04000000000007731	trials	port_entry
622.3779	0.030033333333335577	trials	port_entry
622.4379666666666	5.7000000000000455	trials	port_entry
634.4279333333333	0.08993333333330611	trials	port_entry
665.478	0.07000000000005002	trials	port_entry
666.2679999999999	0.04000000000007731	trials	port_entry
666.7479999999999	0.4600000000000364	trials	port_entry
693.2379999999999	0.12999999999999545	trials	port_entry
693.5579	0.4400666666666666	trials	port_entry
695.0280333333333	0.3000000000000682	trials	port_entry
695.6479333333333	1.4000999999999522	trials	port_entry
697.2180333333333	0.03999999999996362	trials	port_entry
697.6680333333333	1.1299999999999955	trials	port_entry
699.6680333333333	2.0599666666666963	trials	port_entry
711.0980333333333	20.001066666666702	trials	shock_stimulus_presentation
730.8980333333333	0.3000000000000682	trials	shock_relay
734.9680666666667	0.31999999999993634	trials	port_entry
751.3880333333333	0.4599666666666735	trials	port_entry
752.0380333333333	0.16000000000008185	trials	port_entry
779.8580666666667	0.23996666666664623	trials	port_entry
780.2080666666666	0.020000000000095497	trials	port_entry
780.3780666666667	0.7100333333332856	trials	port_entry
781.3880666666666	0.7599999999999909	trials	port_entry
782.2380666666667	0.1499666666666144	trials	port_entry
799.1980666666666	0.5800333333334038	trials	port_entry
800.0681	0.04003333333332648	trials	port_entry
806.0981333333333	1.7300000000000182	trials	reward_stimulus_presentation
807.0980999999999	1.0	trials	reward_delivery
807.4281	6.239966666666646	trials	port_entry
815.1281333333333	0.04000000000007731	trials	port_entry
815.2081333333333	0.9399999999999409	trials	port_entry
816.1881333333333	0.11996666666664169	trials	port_entry
827.3181666666667	0.35989999999992506	trials	port_entry
827.8680999999999	0.020000000000095497	trials	port_entry
843.6581333333334	0.31999999999993634	trials	port_entry
862.2281666666667	0.32999999999992724	trials	port_entry
862.7481666666666	3.019999999999982	trials	port_entry
890.3781666666666	0.08000000000004093	trials	port_entry
891.6981999999999	0.40993333333335613	trials	port_entry
892.5681999999999	3.3500000000000227	trials	port_entry
896.0982	20.000766666666664	trials	shock_stimulus_presentation
897.6182	0.33999999999991815	trials	port_entry
897.9882	0.6199666666666417	trials	port_entry
902.1782333333333	0.6599666666666053	trials	port_entry
915.8981666666666	0.29996666666670535	trials	shock_relay
933.6382333333333	0.33999999999991815	trials	port_entry
951.8982	1.740033333333372	trials	port_entry
956.8982333333333	0.049999999999954525	trials	port_entry
959.3181666666667	0.28006666666658475	trials	port_entry
959.6582666666666	0.37000000000000455	trials	port_entry
960.2482333333332	0.2700000000000955	trials	port_entry
976.0982666666667	4.5499999999999545	trials	reward_stimulus_presentation
977.0982333333333	1.0	trials	reward_delivery
980.2482666666666	9.869966666666642	trials	port_entry
1039.5483000000002	0.13003333333335831	trials	port_entry
1051.8283000000001	0.18000000000006366	trials	port_entry
1052.4383333333335	1.3999999999998636	trials	port_entry
1054.6183333333333	0.7899999999999636	trials	port_entry
1055.4383333333335	12.309999999999945	trials	port_entry
1066.0983666666668	20.00133333333315	trials	shock_stimulus_presentation
1068.0583333333334	1.5599999999999454	trials	port_entry
1069.9583333333335	5.899999999999864	trials	port_entry
1076.0683333333334	10.010033333333467	trials	port_entry
1085.8983	0.2999999999999545	trials	shock_relay
1165.7084333333335	0.2599999999999909	trials	port_entry
1166.0984666666668	0.009966666666514357	trials	reward_stimulus_presentation
1167.0984	1.0000333333332492	trials	reward_delivery
1169.1084333333333	5.3400000000001455	trials	port_entry
1182.1084333333333	0.21003333333351293	trials	port_entry
1183.3984333333335	0.32999999999992724	trials	port_entry
1183.7684000000002	0.21003333333328555	trials	port_entry
1184.2784333333334	44.990066666666735	trials	port_entry
1230.8985	0.3100000000001728	trials	port_entry
1231.2285000000002	12.619933333333165	trials	port_entry
1244.3785	197.4601333333335	trials	port_entry
1256.0984666666668	20.0000666666665	trials	reward_stimulus_presentation
1257.0984333333333	1.0	trials	reward_delivery
1346.0986	20.0	trials	reward_stimulus_presentation
1436.0987	20.000800000000027	trials	shock_stimulus_presentation
1445.6886333333334	0.040033333333212795	trials	port_entry
1455.8986666666667	0.3000333333334311	trials	shock_relay
1488.1386666666667	0.23003333333326736	trials	port_entry
1521.0987666666667	20.001133333333428	trials	shock_stimulus_presentation
1535.8187666666668	0.12999999999988177	trials	port_entry
1540.8987333333334	0.2999999999999545	trials	shock_relay
1542.3387333333335	0.5000333333332492	trials	port_entry
1543.2387666666668	0.3999999999998636	trials	port_entry
1549.4787666666668	0.6700333333333219	trials	port_entry
1550.5387666666668	2.520033333333231	trials	port_entry
1553.4087666666667	0.04003333333344017	trials	port_entry
1563.1687666666667	0.04003333333344017	trials	port_entry
1563.2587666666668	0.08999999999991815	trials	port_entry
1563.3987666666667	0.050033333333431074	trials	port_entry
1563.5587333333335	60.91009999999983	trials	port_entry
1611.0988333333335	20.001433333333352	trials	shock_stimulus_presentation
1630.8988333333334	0.2999333333332288	trials	shock_relay
1632.3088333333335	0.2400000000000091	trials	port_entry
1634.1888333333334	2.4099666666666053	trials	port_entry
1637.1088333333335	29.49000000000001	trials	port_entry
1666.7988333333335	5.65003333333334	trials	port_entry
1686.8289	0.43000000000006366	trials	port_entry
1706.0989000000002	20.000866666666525	trials	shock_stimulus_presentation
1709.8989000000001	0.06999999999993634	trials	port_entry
1723.0689333333335	0.2599333333332652	trials	port_entry
1725.8989000000001	0.3000333333332037	trials	shock_relay
1728.4389333333334	0.049999999999954525	trials	port_entry
1728.6389333333334	45.1400666666666	trials	port_entry
1773.8089666666667	46.250066666666726	trials	port_entry
1796.0989333333334	20.000099999999975	trials	reward_stimulus_presentation
1797.0989000000002	1.000099999999975	trials	reward_delivery
1820.0790333333334	0.2400000000000091	trials	port_entry
1827.1290333333334	1.579966666666678	trials	port_entry
1828.729	0.03999999999996362	trials	port_entry
1829.3089333333335	0.05009999999992942	trials	port_entry
1829.3990333333334	0.08000000000015461	trials	port_entry
1829.5090333333335	0.05999999999994543	trials	port_entry
1832.9990333333335	1.759999999999991	trials	port_entry
1837.2890333333335	0.2300000000000182	trials	port_entry
1837.5690000000002	46.0000666666665	trials	port_entry
1876.0991000000001	10.20996666666656	trials	reward_stimulus_presentation
1877.0990666666667	1.0	trials	reward_delivery
1885.9090333333334	12.110033333333377	trials	port_entry
1898.2090666666668	0.01999999999998181	trials	port_entry
1898.4890666666668	0.040033333333212795	trials	port_entry
1902.7891000000002	75.8900666666666	trials	port_entry
1966.0991666666666	20.000733333333528	trials	shock_stimulus_presentation
1982.7691	1.1300333333333583	trials	port_entry
1985.8991333333333	0.3000333333334311	trials	shock_relay
2066.0992666666666	20.0	trials	reward_stimulus_presentation
2067.0992	1.0000666666664983	trials	reward_delivery
2102.9092666666666	5.019999999999982	trials	port_entry
2110.7092666666667	0.21003333333328555	trials	port_entry
2136.3493	0.04000000000041837	trials	port_entry
2137.8993	0.5800333333331764	trials	port_entry
2138.5393333333336	0.03999999999996362	trials	port_entry
2138.6593333333335	0.02999999999974534	trials	port_entry
2138.9592666666667	0.11006666666662568	trials	port_entry
2139.1293	0.23003333333326736	trials	port_entry
2139.4193333333333	0.6700000000000728	trials	port_entry
2141.8193	0.0999333333334107	trials	port_entry
2144.0293	0.8900333333331218	trials	port_entry
2145.6393333333335	0.5499333333332288	trials	port_entry
2151.7593	0.29999999999972715	trials	port_entry
2156.0993333333336	20.00156666666635	trials	shock_stimulus_presentation
2156.1193000000003	0.01999999999998181	trials	port_entry
2160.4593333333332	0.22000000000025466	trials	port_entry
2160.7193333333335	3.0199666666667326	trials	port_entry
2175.899266666667	0.3000333333334311	trials	shock_relay
2223.8794000000003	0.06993333333321061	trials	port_entry
2246.0994333333333	3.87996666666686	trials	reward_stimulus_presentation
2247.0994	1.0	trials	reward_delivery
2249.5794	4.140033333333122	trials	port_entry
2256.0594333333333	0.03000000000020009	trials	port_entry
2298.3294666666666	0.08003333333363116	trials	port_entry
2336.0994333333333	20.000066666666953	trials	reward_stimulus_presentation
2337.0994666666666	1.0	trials	reward_delivery
2391.909466666667	8.530099999999948	trials	port_entry
2401.5095	0.2199999999997999	trials	port_entry
2401.7795333333333	0.0999333333334107	trials	port_entry
2404.199466666667	0.12009999999963838	trials	port_entry
2421.0996	20.001533333333555	trials	shock_stimulus_presentation
2430.5495666666666	0.039966666666714445	trials	port_entry
2440.899566666667	0.29999999999972715	trials	shock_relay
2461.0896333333335	0.06996666666645979	trials	port_entry
2461.2396	0.2699999999999818	trials	port_entry
